# runtime_symbol	result_kind	provider_source	provider_return
js_zlib_create_deflate	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_create_deflate_raw	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_create_gunzip	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_create_gzip	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_create_inflate	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_create_inflate_raw	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_create_unzip	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_create_zstd_compress	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_create_zstd_decompress	NR_HANDLE_ID	crates/perry-stdlib/src/zlib.rs	i64
js_zlib_deflate_raw_sync	NR_GCPTR	crates/perry-ext-zlib/src/lib.rs	*mut BufferHeader
js_zlib_deflate_sync	NR_GCPTR	crates/perry-ext-zlib/src/lib.rs	*mut BufferHeader
js_zlib_gunzip_sync	NR_GCPTR	crates/perry-ext-zlib/src/lib.rs	*mut BufferHeader
js_zlib_gzip_sync	NR_GCPTR	crates/perry-ext-zlib/src/lib.rs	*mut BufferHeader
js_zlib_inflate_raw_sync	NR_GCPTR	crates/perry-ext-zlib/src/lib.rs	*mut BufferHeader
js_zlib_inflate_sync	NR_GCPTR	crates/perry-ext-zlib/src/lib.rs	*mut BufferHeader
js_zlib_unzip_sync	NR_GCPTR	crates/perry-ext-zlib/src/lib.rs	*mut BufferHeader
js_zlib_zstd_compress_sync	NR_GCPTR	crates/perry-ext-zlib/src/stream.rs	*mut BufferHeader
js_zlib_zstd_decompress_sync	NR_GCPTR	crates/perry-ext-zlib/src/stream.rs	*mut BufferHeader
