stage,category,callee,callsites,statepoints,leaf_callsites,gc_live_operands,gc_relocate_intrinsics,relocates_attributed,relocates_unattributed
post-opt,static-user,perry_method_cli_2_1_112_js__mjq__getAvailableMessages,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mjq__getMessage,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mm8___createSecureConnector,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mm8___equals,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mm8___isSecure,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__cancelWithStatus,4,3,0,1,0,1,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__destroyHttp2Stream,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__endCall,7,6,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__getAuthContext,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__getCallNumber,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__getDeadlineInfo,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__getPeer,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__getStatus,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__halfClose,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__handleTrailers,3,2,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__maybeOutputStatus,5,4,0,1,0,1,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__onDisconnect,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__outputStatus,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__push,3,2,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__sendMessageWithContext,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__startRead,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__trace,18,17,0,57,0,58,0
post-opt,static-user,perry_method_cli_2_1_112_js__mqK__tryPush,2,1,0,2,0,3,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4___getTime,4,3,0,13,0,13,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4___isSpanEnded,6,5,0,21,0,21,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4___truncateToLimitUtil,3,2,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4___truncateToSize,2,1,0,3,0,3,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__addEvent,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__addLink,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__addLinks,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__end,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__isRecording,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__recordException,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__setAttribute,2,1,0,2,0,3,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__setAttributes,2,1,0,6,0,6,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__setStatus,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__spanContext,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr4__updateName,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr6__getToken,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mr6__parseRawResponse,2,1,0,4,0,8,0
post-opt,static-user,perry_method_cli_2_1_112_js__ms7__deleteSession,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ms7__destroy,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ms7__getUrlString,3,2,0,8,0,8,0
post-opt,static-user,perry_method_cli_2_1_112_js__ms7__lease,2,1,0,7,0,7,0
post-opt,static-user,perry_method_cli_2_1_112_js__ms7__release,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ms7__setDisableConcurrentStreams,2,1,0,4,0,7,0
post-opt,static-user,perry_method_cli_2_1_112_js__ms7__setMaxConcurrentStreams,2,1,0,4,0,7,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz1__subscribe,3,2,0,4,0,4,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz1__throwIfRequested,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz1__toAbortSignal,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz1__unsubscribe,3,2,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__close,5,4,0,6,0,7,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__flush,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__flushDeliveryAcks,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__flushInternalEvents,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__flushStreamEventBuffer,4,3,0,6,0,12,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__getWithRetry,6,5,0,15,0,30,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__getWorkerEpoch,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__getWorkerState,2,1,0,4,0,7,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__handleEpochMismatch,3,2,0,8,0,16,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__initialize,2,1,0,1,0,1,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__paginatedGet,3,2,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__readInternalEvents,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__readSubagentInternalEvents,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__reportDelivery,5,4,0,1,0,1,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__reportMetadata,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__reportState,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__request,7,6,0,16,0,32,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__sendHeartbeat,2,1,0,2,0,2,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__startHeartbeat,2,1,0,4,0,7,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__stopHeartbeat,3,2,0,2,0,2,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__toClientEvent,2,1,0,4,0,7,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__writeEvent,4,3,0,3,0,6,0
post-opt,static-user,perry_method_cli_2_1_112_js__mz8__writeInternalEvent,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nJ1__toString,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nP8__clone,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nS1__disable,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nS1__getTracer,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nS1__getTracerProvider,2,1,0,2,0,2,0
post-opt,static-user,perry_method_cli_2_1_112_js__nS1__setGlobalTracerProvider,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__na1___resolve,2,1,0,1,0,1,0
post-opt,static-user,perry_method_cli_2_1_112_js__na1__createAggregator,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ni4__process,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nl4__createAccumulation,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nl4__diff,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nl4__merge,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nl4__toMetricData,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__no4__export,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__no4__forceFlush,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__no4__getFinishedSpans,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__no4__reset,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__no4__shutdown,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nq4___make,3,2,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__accessTokenKeyMatchesFilter,10,9,0,27,0,27,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__buildTenantProfiles,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__credentialMatchesFilter,16,15,0,39,0,39,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__generateAuthorityMetadataCacheKey,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getAccessToken,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getAccessTokensByFilter,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getAccountInfoFilteredBy,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getAccountsFilteredBy,7,6,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getAllAccounts,7,6,0,6,0,6,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getAppMetadataFilteredBy,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getAuthorityMetadataByAlias,4,3,0,3,0,3,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getBaseAccountInfo,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getIdToken,4,3,0,12,0,12,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getIdTokensByFilter,4,3,0,18,0,18,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getRefreshToken,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getTenantProfilesFromAccountEntity,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__getTenantedAccountInfoByFilter,4,3,0,3,0,3,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__idTokenClaimsMatchTenantProfileFilter,4,3,0,12,0,12,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__idTokenKeyMatchesFilter,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__isAppMetadata,7,6,0,18,0,18,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__isAppMetadataFOCI,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__isAuthorityMetadata,5,4,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchAuthorityType,4,3,0,12,0,12,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchClientId,7,6,0,18,0,18,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchCredentialType,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchEnvironment,10,9,0,33,0,33,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchFamilyId,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchHomeAccountId,7,6,0,21,0,21,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchKeyId,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchLocalAccountIdFromTenantProfile,7,6,0,12,0,12,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchLocalAccountIdFromTokenClaims,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchLoginHintFromTokenClaims,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchName,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchNativeAccountId,4,3,0,12,0,12,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchRealm,7,6,0,21,0,21,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchSid,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchTarget,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchTokenType,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchUserAssertionHash,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__matchUsername,7,6,0,21,0,21,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__readAppMetadataFromCache,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__refreshTokenKeyMatchesFilter,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__removeAccessToken,10,9,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__removeAccount,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__removeAccountContext,4,3,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__removeAllAccounts,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__removeAppMetadata,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__removeIdToken,7,6,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__removeRefreshToken,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__saveAccessToken,4,3,0,12,0,24,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__saveCacheRecord,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__nw6__tenantProfileMatchesFilter,7,6,0,18,0,18,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__build,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__c,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__de,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__ep,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__f,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__init,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__m,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__n,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__s,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__sc,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o3q__ser,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o84__detect,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651___addCheck,9,8,0,2,0,2,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651___parse,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__finite,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__gt,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__gte,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__int,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__lt,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__lte,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__multipleOf,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__negative,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__nonnegative,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__nonpositive,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__positive,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__safe,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o86__class_expr_651__setLimit,5,4,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__getByType,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__getField,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__getField$generic,1,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__removeField,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__removeField$generic,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__removeField$idx_u31_70794,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__setField,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__setField$generic,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o9q__setField$idx_u31_70790,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oB__compare,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oB__compareBuild,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oB__compareMain,2,1,0,2,0,2,0
post-opt,static-user,perry_method_cli_2_1_112_js__oB__comparePre,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oB__format,3,2,0,9,0,9,0
post-opt,static-user,perry_method_cli_2_1_112_js__oB__inc,7,6,0,10,0,10,0
post-opt,static-user,perry_method_cli_2_1_112_js__oB__toString,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oF6__add,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oF6__get,6,5,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oF6__has,6,5,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oF6__remove,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH7__cleanup,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH7__u__23_w,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694____get_get_shape,10,10,0,55,0,61,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694___getCached,2,1,0,4,0,4,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694___parse,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__catchall,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__deepPartial,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__extend,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__keyof,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__merge,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__omit,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__partial,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__passthrough,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__pick,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__required,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__setKey,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__strict,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oH__class_expr_694__strip,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oX6__class_expr_11989__render,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o____getOrReturnCtx,52,51,0,228,0,262,0
post-opt,static-user,perry_method_cli_2_1_112_js__o____getType,14,13,0,47,0,47,0
post-opt,static-user,perry_method_cli_2_1_112_js__o____parseAsync,2,1,0,1,0,1,0
post-opt,static-user,perry_method_cli_2_1_112_js__o____parseSync,3,2,0,8,0,13,0
post-opt,static-user,perry_method_cli_2_1_112_js__o____processInputParams,18,17,0,49,0,49,0
post-opt,static-user,perry_method_cli_2_1_112_js__o____refinement,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___and,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___array,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___brand,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___catch,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___default,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___describe,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___isNullable,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___isOptional,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___nullable,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___nullish,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___optional,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___or,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___parse,23,22,0,20,0,20,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___parseAsync,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___pipe,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___promise,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___readonly,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___refine,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___refinement,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___safeParse,4,3,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___safeParseAsync,2,1,0,3,0,6,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___superRefine,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___transform,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__o___u__7e_validate,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oc6__destroy,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oh__computeParametersBodyString,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oh__computeUri,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oi6__detectRegion,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oi6__getCurrentVersion,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oi6__getRegionFromIMDS,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__addBatchObservableCallback,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__createCounter,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__createGauge,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__createHistogram,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__createObservableCounter,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__createObservableGauge,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__createObservableUpDownCounter,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__createUpDownCounter,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__on4__removeBatchObservableCallback,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4___initCache,3,2,0,13,0,13,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4___t,4,3,0,8,0,8,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4___test,3,2,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4__add,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4__addPattern,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4__checkIgnore,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4__createFilter,2,1,0,1,0,1,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4__filter,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4__ignores,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__oq4__test,2,1,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ou6__add,5,4,0,12,0,18,0
post-opt,static-user,perry_method_cli_2_1_112_js__ou6__clear,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ou6__has,8,7,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ou8__createAggregator,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ow1__isEmpty,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ow1__isFull,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__ow1__push,305,300,0,855,0,1010,0
post-opt,static-user,perry_method_cli_2_1_112_js__ow1__shift,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__p15__argumentDescription,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__p15__argumentTerm,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__p15__commandDescription,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__p15__commandUsage,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__p15__compareOptions,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__p15__formatHelp,1,0,0,0,0,0,0
post-opt,static-user,perry_method_cli_2_1_112_js__p15__longestArgumentTermLength,1,0,0,0,0,0,0
